Video ID,Code,English title,Vietnamese title,Turn,Speaker,English,Vietnamese,EN words,Line key,Image file,,English display,Vietnamese display,English voice,Vietnamese voice,Reflex role,Speaker sex,Language flow,Voice mapping,On-screen labels,Render order,Reflex rule
101,DGE0101,Numbers 0–20: zero to five,Số từ 0–20: số từ không đến năm,14,Ben,I remember zero to five without reading it.,Mình nhớ số từ không đến năm mà không cần nhìn chữ.,8,DGE0101_L14,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I remember zero to five without reading it.,TIẾNG VIỆT: Mình nhớ số từ không đến năm mà không cần nhìn chữ.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
101,DGE0101,Numbers 0–20: zero to five,Số từ 0–20: số từ không đến năm,15,Mia,Start zero to five with a calm voice.,Hãy bắt đầu số từ không đến năm bằng giọng bình tĩnh.,8,DGE0101_L15,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Start zero to five with a calm voice.,TIẾNG VIỆT: Hãy bắt đầu số từ không đến năm bằng giọng bình tĩnh.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
101,DGE0101,Numbers 0–20: zero to five,Số từ 0–20: số từ không đến năm,16,Ben,My voice stays calm during zero to five.,Giọng mình vẫn bình tĩnh khi nói số từ không đến năm.,8,DGE0101_L16,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: My voice stays calm during zero to five.,TIẾNG VIỆT: Giọng mình vẫn bình tĩnh khi nói số từ không đến năm.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
101,DGE0101,Numbers 0–20: zero to five,Số từ 0–20: số từ không đến năm,17,Mia,Finish zero to five without dropping the last sound.,Hãy nói trọn số từ không đến năm và không bỏ âm cuối.,9,DGE0101_L17,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Finish zero to five without dropping the last sound.,TIẾNG VIỆT: Hãy nói trọn số từ không đến năm và không bỏ âm cuối.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
101,DGE0101,Numbers 0–20: zero to five,Số từ 0–20: số từ không đến năm,18,Ben,I will finish every part of zero to five.,Mình sẽ nói đầy đủ từng phần của số từ không đến năm.,9,DGE0101_L18,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I will finish every part of zero to five.,TIẾNG VIỆT: Mình sẽ nói đầy đủ từng phần của số từ không đến năm.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
101,DGE0101,Numbers 0–20: zero to five,Số từ 0–20: số từ không đến năm,75,Mia,You have now finished “Numbers 0–20: zero to five” successfully.,Bạn đã hoàn thành tốt bài “Số từ 0–20: số từ không đến năm”.,11,DGE0101_L75,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: You have now finished “Numbers 0–20: zero to five” successfully.,TIẾNG VIỆT: Bạn đã hoàn thành tốt bài “Số từ 0–20: số từ không đến năm”.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
101,DGE0101,Numbers 0–20: zero to five,Số từ 0–20: số từ không đến năm,76,Ben,I am proud to finish “Numbers 0–20: zero to five” today.,Mình rất vui vì hoàn thành bài “Số từ 0–20: số từ không đến năm” hôm nay.,12,DGE0101_L76,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I am proud to finish “Numbers 0–20: zero to five” today.,TIẾNG VIỆT: Mình rất vui vì hoàn thành bài “Số từ 0–20: số từ không đến năm” hôm nay.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,1,Mia,"Hello, Ben; Today’s lesson is “Numbers 0–20: six to ten”.",Chào Ben; Bài học hôm nay là “Số từ 0–20: số từ sáu đến mười”.,11,DGE0102_L01,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Hello, Ben; Today’s lesson is “Numbers 0–20: six to ten”.",TIẾNG VIỆT: Chào Ben; Bài học hôm nay là “Số từ 0–20: số từ sáu đến mười”.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,2,Ben,"Hello, Mia; I am ready for “Numbers 0–20: six to ten”.",Chào Mia; Mình đã sẵn sàng học “Số từ 0–20: số từ sáu đến mười”.,12,DGE0102_L02,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,"TIẾNG ANH: Hello, Mia; I am ready for “Numbers 0–20: six to ten”.",TIẾNG VIỆT: Chào Mia; Mình đã sẵn sàng học “Số từ 0–20: số từ sáu đến mười”.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,3,Mia,Listen first; Our key language is six to ten.,Hãy nghe trước; Nội dung chính là số từ sáu đến mười.,9,DGE0102_L03,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Listen first; Our key language is six to ten.,TIẾNG VIỆT: Hãy nghe trước; Nội dung chính là số từ sáu đến mười.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,4,Ben,I am listening carefully to six to ten.,Mình đang nghe kỹ số từ sáu đến mười.,8,DGE0102_L04,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I am listening carefully to six to ten.,TIẾNG VIỆT: Mình đang nghe kỹ số từ sáu đến mười.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,5,Mia,Please hear six to ten one more time.,Hãy nghe số từ sáu đến mười thêm một lần nữa.,8,DGE0102_L05,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Please hear six to ten one more time.,TIẾNG VIỆT: Hãy nghe số từ sáu đến mười thêm một lần nữa.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,6,Ben,"For six to ten, i can hear the key language clearly.","Với số từ sáu đến mười, mình có thể nghe rõ nội dung chính.",11,DGE0102_L06,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,"TIẾNG ANH: For six to ten, i can hear the key language clearly.","TIẾNG VIỆT: Với số từ sáu đến mười, mình có thể nghe rõ nội dung chính.",en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,7,Mia,Now say six to ten slowly with me.,Bây giờ hãy nói chậm số từ sáu đến mười cùng mình.,8,DGE0102_L07,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Now say six to ten slowly with me.,TIẾNG VIỆT: Bây giờ hãy nói chậm số từ sáu đến mười cùng mình.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,8,Ben,I will say six to ten slowly and clearly.,Mình sẽ nói số từ sáu đến mười chậm và rõ.,9,DGE0102_L08,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I will say six to ten slowly and clearly.,TIẾNG VIỆT: Mình sẽ nói số từ sáu đến mười chậm và rõ.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,9,Mia,Good; Keep every sound in six to ten clear.,Tốt; Hãy phát âm rõ từng âm trong số từ sáu đến mười.,9,DGE0102_L09,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Good; Keep every sound in six to ten clear.,TIẾNG VIỆT: Tốt; Hãy phát âm rõ từng âm trong số từ sáu đến mười.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,10,Ben,I will not hurry through six to ten.,Mình sẽ không nói vội khi luyện số từ sáu đến mười.,8,DGE0102_L10,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I will not hurry through six to ten.,TIẾNG VIỆT: Mình sẽ không nói vội khi luyện số từ sáu đến mười.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,11,Mia,Say six to ten again at normal speed.,Hãy nói lại số từ sáu đến mười với tốc độ bình thường.,8,DGE0102_L11,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Say six to ten again at normal speed.,TIẾNG VIỆT: Hãy nói lại số từ sáu đến mười với tốc độ bình thường.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,12,Ben,I can say six to ten at normal speed.,Mình có thể nói số từ sáu đến mười với tốc độ bình thường.,9,DGE0102_L12,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I can say six to ten at normal speed.,TIẾNG VIỆT: Mình có thể nói số từ sáu đến mười với tốc độ bình thường.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,13,Mia,Look away and remember six to ten.,Hãy nhìn chỗ khác và nhớ lại số từ sáu đến mười.,7,DGE0102_L13,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Look away and remember six to ten.,TIẾNG VIỆT: Hãy nhìn chỗ khác và nhớ lại số từ sáu đến mười.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,14,Ben,I remember six to ten without reading it.,Mình nhớ số từ sáu đến mười mà không cần nhìn chữ.,8,DGE0102_L14,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I remember six to ten without reading it.,TIẾNG VIỆT: Mình nhớ số từ sáu đến mười mà không cần nhìn chữ.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,15,Mia,Start six to ten with a calm voice.,Hãy bắt đầu số từ sáu đến mười bằng giọng bình tĩnh.,8,DGE0102_L15,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Start six to ten with a calm voice.,TIẾNG VIỆT: Hãy bắt đầu số từ sáu đến mười bằng giọng bình tĩnh.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,16,Ben,My voice stays calm during six to ten.,Giọng mình vẫn bình tĩnh khi nói số từ sáu đến mười.,8,DGE0102_L16,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: My voice stays calm during six to ten.,TIẾNG VIỆT: Giọng mình vẫn bình tĩnh khi nói số từ sáu đến mười.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,17,Mia,Finish six to ten without dropping the last sound.,Hãy nói trọn số từ sáu đến mười và không bỏ âm cuối.,9,DGE0102_L17,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: Finish six to ten without dropping the last sound.,TIẾNG VIỆT: Hãy nói trọn số từ sáu đến mười và không bỏ âm cuối.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,18,Ben,I will finish every part of six to ten.,Mình sẽ nói đầy đủ từng phần của số từ sáu đến mười.,9,DGE0102_L18,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I will finish every part of six to ten.,TIẾNG VIỆT: Mình sẽ nói đầy đủ từng phần của số từ sáu đến mười.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,75,Mia,You have now finished “Numbers 0–20: six to ten” successfully.,Bạn đã hoàn thành tốt bài “Số từ 0–20: số từ sáu đến mười”.,11,DGE0102_L75,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: You have now finished “Numbers 0–20: six to ten” successfully.,TIẾNG VIỆT: Bạn đã hoàn thành tốt bài “Số từ 0–20: số từ sáu đến mười”.,en-GB-SoniaNeural,vi-VN-HoaiMyNeural,QUESTION / PROMPT,FEMALE,EN → VI,Female EN → Female VI,TIẾNG ANH: / TIẾNG VIỆT:,1 EN → 2 VI → 3 REFLEX GAP,Nữ hỏi/gợi ý; sau VI có khoảng chờ phản xạ.
102,DGE0102,Numbers 0–20: six to ten,Số từ 0–20: số từ sáu đến mười,76,Ben,I am proud to finish “Numbers 0–20: six to ten” today.,Mình rất vui vì hoàn thành bài “Số từ 0–20: số từ sáu đến mười” hôm nay.,12,DGE0102_L76,DGE_MODULE_M11_PORTRAIT_9X16.jpg,,TIẾNG ANH: I am proud to finish “Numbers 0–20: six to ten” today.,TIẾNG VIỆT: Mình rất vui vì hoàn thành bài “Số từ 0–20: số từ sáu đến mười” hôm nay.,en-GB-RyanNeural,vi-VN-NamMinhNeural,REFLEX ANSWER,MALE,EN → VI,Male EN → Male VI,TIẾNG ANH: / TIẾNG VIỆT:,4 EN → 5 VI,Nam trả lời; sau đó Nam VI dịch.
