Video ID,Code,English title,Vietnamese title,Turn,Speaker,English,Vietnamese,EN words,Line key,Image file,Logo file,English display,Vietnamese display,English voice,Vietnamese voice,Reflex role,Speaker sex,Language,Voice locale,On-screen prefix,Render order,Reflex rule
302,DGE0302,Family members and relationships: introducing my family at home,Thành viên và quan hệ gia đình: giới thiệu gia đình tôi ở nhà,11,Ben,What simple sentence could you say to begin introducing my family at home?,Bạn có thể nói câu đơn giản nào để bắt đầu tình huống giới thiệu gia đình tôi ở nhà?,13,DGE0302_L11,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: What simple sentence could you say to begin introducing my family at home?,TIẾNG VIỆT: Bạn có thể nói câu đơn giản nào để bắt đầu tình huống giới thiệu gia đình tôi ở nhà?,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
302,DGE0302,Family members and relationships: introducing my family at home,Thành viên và quan hệ gia đình: giới thiệu gia đình tôi ở nhà,12,Mia,"I would begin with a short, friendly sentence about introducing my family at home.","Mình sẽ bắt đầu bằng một câu ngắn, thân thiện về giới thiệu gia đình tôi ở nhà.",14,DGE0302_L12,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,"TIẾNG ANH: I would begin with a short, friendly sentence about introducing my family at home.","TIẾNG VIỆT: Mình sẽ bắt đầu bằng một câu ngắn, thân thiện về giới thiệu gia đình tôi ở nhà.",British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
302,DGE0302,Family members and relationships: introducing my family at home,Thành viên và quan hệ gia đình: giới thiệu gia đình tôi ở nhà,75,Ben,Excellent. What can you now say confidently about introducing my family at home?,Xuất sắc. Bây giờ bạn có thể tự tin nói gì về giới thiệu gia đình tôi ở nhà?,13,DGE0302_L75,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: Excellent. What can you now say confidently about introducing my family at home?,TIẾNG VIỆT: Xuất sắc. Bây giờ bạn có thể tự tin nói gì về giới thiệu gia đình tôi ở nhà?,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
302,DGE0302,Family members and relationships: introducing my family at home,Thành viên và quan hệ gia đình: giới thiệu gia đình tôi ở nhà,76,Mia,I can now speak confidently and naturally about introducing my family at home.,Bây giờ mình có thể nói tự tin và tự nhiên về giới thiệu gia đình tôi ở nhà.,13,DGE0302_L76,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: I can now speak confidently and naturally about introducing my family at home.,TIẾNG VIỆT: Bây giờ mình có thể nói tự tin và tự nhiên về giới thiệu gia đình tôi ở nhà.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,1,Ben,"Hello, Mia. Today we will practise talking about parents and children in a clear conversation.",Chào Mia. Hôm nay chúng ta sẽ luyện nói về cha mẹ và con cái trong một cuộc hội thoại rõ ràng.,15,DGE0303_L01,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,"TIẾNG ANH: Hello, Mia. Today we will practise talking about parents and children in a clear conversation.",TIẾNG VIỆT: Chào Mia. Hôm nay chúng ta sẽ luyện nói về cha mẹ và con cái trong một cuộc hội thoại rõ ràng.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,2,Mia,"Hello, Ben. I am ready to practise talking about parents and children with you today.",Chào Ben. Hôm nay mình đã sẵn sàng luyện nói về cha mẹ và con cái cùng bạn.,15,DGE0303_L02,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,"TIẾNG ANH: Hello, Ben. I am ready to practise talking about parents and children with you today.",TIẾNG VIỆT: Chào Ben. Hôm nay mình đã sẵn sàng luyện nói về cha mẹ và con cái cùng bạn.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,3,Ben,"First, listen to the phrase about talking about parents and children at natural speed.","Trước tiên, hãy nghe cụm từ về nói về cha mẹ và con cái ở tốc độ tự nhiên.",14,DGE0303_L03,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,"TIẾNG ANH: First, listen to the phrase about talking about parents and children at natural speed.","TIẾNG VIỆT: Trước tiên, hãy nghe cụm từ về nói về cha mẹ và con cái ở tốc độ tự nhiên.",British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,4,Mia,I am listening carefully to the natural phrase about talking about parents and children.,Mình đang nghe kỹ cụm từ tự nhiên về nói về cha mẹ và con cái.,14,DGE0303_L04,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: I am listening carefully to the natural phrase about talking about parents and children.,TIẾNG VIỆT: Mình đang nghe kỹ cụm từ tự nhiên về nói về cha mẹ và con cái.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,5,Ben,Please repeat the key idea for talking about parents and children slowly and carefully.,Hãy nhắc lại ý chính về nói về cha mẹ và con cái thật chậm và cẩn thận.,14,DGE0303_L05,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: Please repeat the key idea for talking about parents and children slowly and carefully.,TIẾNG VIỆT: Hãy nhắc lại ý chính về nói về cha mẹ và con cái thật chậm và cẩn thận.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,6,Mia,I will repeat the key idea for talking about parents and children slowly and clearly.,Mình sẽ nhắc lại ý chính về nói về cha mẹ và con cái thật chậm và rõ.,15,DGE0303_L06,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: I will repeat the key idea for talking about parents and children slowly and clearly.,TIẾNG VIỆT: Mình sẽ nhắc lại ý chính về nói về cha mẹ và con cái thật chậm và rõ.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,7,Ben,Now say the same idea again without looking at the words for talking about parents and children.,Bây giờ hãy nói lại ý đó mà không nhìn vào câu chữ cho nội dung nói về cha mẹ và con cái.,17,DGE0303_L07,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: Now say the same idea again without looking at the words for talking about parents and children.,TIẾNG VIỆT: Bây giờ hãy nói lại ý đó mà không nhìn vào câu chữ cho nội dung nói về cha mẹ và con cái.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,8,Mia,I can now say the idea about talking about parents and children without reading.,Bây giờ mình có thể nói ý về nói về cha mẹ và con cái mà không cần đọc.,14,DGE0303_L08,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: I can now say the idea about talking about parents and children without reading.,TIẾNG VIỆT: Bây giờ mình có thể nói ý về nói về cha mẹ và con cái mà không cần đọc.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,9,Ben,Imagine that we are at home and need to use talking about parents and children.,Hãy tưởng tượng chúng ta đang ở nhà và cần dùng cách nói về nói về cha mẹ và con cái.,15,DGE0303_L09,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: Imagine that we are at home and need to use talking about parents and children.,TIẾNG VIỆT: Hãy tưởng tượng chúng ta đang ở nhà và cần dùng cách nói về nói về cha mẹ và con cái.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,10,Mia,I can picture the home situation and understand talking about parents and children.,Mình hình dung được tình huống tại nhà và hiểu nói về cha mẹ và con cái.,13,DGE0303_L10,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: I can picture the home situation and understand talking about parents and children.,TIẾNG VIỆT: Mình hình dung được tình huống tại nhà và hiểu nói về cha mẹ và con cái.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,11,Ben,What simple sentence could you say to begin talking about parents and children?,Bạn có thể nói câu đơn giản nào để bắt đầu tình huống nói về cha mẹ và con cái?,13,DGE0303_L11,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: What simple sentence could you say to begin talking about parents and children?,TIẾNG VIỆT: Bạn có thể nói câu đơn giản nào để bắt đầu tình huống nói về cha mẹ và con cái?,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,12,Mia,"I would begin with a short, friendly sentence about talking about parents and children.","Mình sẽ bắt đầu bằng một câu ngắn, thân thiện về nói về cha mẹ và con cái.",14,DGE0303_L12,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,"TIẾNG ANH: I would begin with a short, friendly sentence about talking about parents and children.","TIẾNG VIỆT: Mình sẽ bắt đầu bằng một câu ngắn, thân thiện về nói về cha mẹ và con cái.",British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,75,Ben,Excellent. What can you now say confidently about talking about parents and children?,Xuất sắc. Bây giờ bạn có thể tự tin nói gì về nói về cha mẹ và con cái?,13,DGE0303_L75,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: Excellent. What can you now say confidently about talking about parents and children?,TIẾNG VIỆT: Xuất sắc. Bây giờ bạn có thể tự tin nói gì về nói về cha mẹ và con cái?,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
303,DGE0303,Family members and relationships: talking about parents and children,Thành viên và quan hệ gia đình: nói về cha mẹ và con cái,76,Mia,I can now speak confidently and naturally about talking about parents and children.,Bây giờ mình có thể nói tự tin và tự nhiên về nói về cha mẹ và con cái.,13,DGE0303_L76,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: I can now speak confidently and naturally about talking about parents and children.,TIẾNG VIỆT: Bây giờ mình có thể nói tự tin và tự nhiên về nói về cha mẹ và con cái.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
304,DGE0304,Family members and relationships: introducing brothers and sisters,Thành viên và quan hệ gia đình: giới thiệu anh chị em,1,Ben,"Hello, Mia. Today we will practise introducing brothers and sisters in a clear conversation.",Chào Mia. Hôm nay chúng ta sẽ luyện giới thiệu anh chị em trong một cuộc hội thoại rõ ràng.,14,DGE0304_L01,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,"TIẾNG ANH: Hello, Mia. Today we will practise introducing brothers and sisters in a clear conversation.",TIẾNG VIỆT: Chào Mia. Hôm nay chúng ta sẽ luyện giới thiệu anh chị em trong một cuộc hội thoại rõ ràng.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
304,DGE0304,Family members and relationships: introducing brothers and sisters,Thành viên và quan hệ gia đình: giới thiệu anh chị em,2,Mia,"Hello, Ben. I am ready to practise introducing brothers and sisters with you today.",Chào Ben. Hôm nay mình đã sẵn sàng luyện giới thiệu anh chị em cùng bạn.,14,DGE0304_L02,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,"TIẾNG ANH: Hello, Ben. I am ready to practise introducing brothers and sisters with you today.",TIẾNG VIỆT: Chào Ben. Hôm nay mình đã sẵn sàng luyện giới thiệu anh chị em cùng bạn.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
304,DGE0304,Family members and relationships: introducing brothers and sisters,Thành viên và quan hệ gia đình: giới thiệu anh chị em,3,Ben,"First, listen to the phrase about introducing brothers and sisters at natural speed.","Trước tiên, hãy nghe cụm từ về giới thiệu anh chị em ở tốc độ tự nhiên.",13,DGE0304_L03,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,"TIẾNG ANH: First, listen to the phrase about introducing brothers and sisters at natural speed.","TIẾNG VIỆT: Trước tiên, hãy nghe cụm từ về giới thiệu anh chị em ở tốc độ tự nhiên.",British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
304,DGE0304,Family members and relationships: introducing brothers and sisters,Thành viên và quan hệ gia đình: giới thiệu anh chị em,4,Mia,I am listening carefully to the natural phrase about introducing brothers and sisters.,Mình đang nghe kỹ cụm từ tự nhiên về giới thiệu anh chị em.,13,DGE0304_L04,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: I am listening carefully to the natural phrase about introducing brothers and sisters.,TIẾNG VIỆT: Mình đang nghe kỹ cụm từ tự nhiên về giới thiệu anh chị em.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
304,DGE0304,Family members and relationships: introducing brothers and sisters,Thành viên và quan hệ gia đình: giới thiệu anh chị em,5,Ben,Please repeat the key idea for introducing brothers and sisters slowly and carefully.,Hãy nhắc lại ý chính về giới thiệu anh chị em thật chậm và cẩn thận.,13,DGE0304_L05,DGE_MODULE_M31_PORTRAIT_9X16.jpg,SCM_LOGO.png,TIẾNG ANH: Please repeat the key idea for introducing brothers and sisters slowly and carefully.,TIẾNG VIỆT: Hãy nhắc lại ý chính về giới thiệu anh chị em thật chậm và cẩn thận.,British English (en-GB),Vietnamese (vi-VN) — giọng chuẩn địa phương,REFLEX ANSWER,MALE,EN → VI,en-GB Male → vi-VN Male,TIẾNG ANH: → TIẾNG VIỆT:,4 EN / 5 VI,"Câu trả lời phải tự nhiên, trực tiếp, đúng câu hỏi."
